Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2008,12,6,6,1246,1245,1426,1440,WN,2517,N422WN,100,115,85,-14,1,SMF,SEA,605,6,9,0,,0,NA,NA,NA,NA,NA
2008,3,20,4,906,905,1225,1216,CO,1858,N17719,319,311,252,9,1,EWR,EGE,1725,4,63,0,,0,NA,NA,NA,NA,NA
2008,2,16,6,706,715,817,807,XE,2328,N27506,71,52,29,10,-9,DAY,CLE,162,16,26,0,,0,NA,NA,NA,NA,NA
2008,10,14,2,824,830,1029,1014,FL,162,N975AT,125,104,80,15,-6,RSW,ATL,515,36,9,0,,0,0,0,15,0,0
2008,6,19,4,2013,1930,2108,2035,WN,3207,N615SW,55,65,44,33,43,MDW,STL,251,3,8,0,,0,0,0,0,0,33
2008,8,5,2,2212,2150,2328,2310,WN,1050,N504SW,76,80,60,18,22,DEN,SLC,391,6,10,0,,0,0,0,0,0,18
2008,3,9,7,607,615,847,844,DL,1748,N909DA,100,89,70,3,-8,RNO,SLC,422,7,23,0,,0,NA,NA,NA,NA,NA
2008,12,20,6,2230,2230,136,147,YV,2746,N930LR,126,137,100,-11,0,PHX,DFW,868,10,16,0,,0,NA,NA,NA,NA,NA
2008,6,2,1,1214,1215,1501,1524,DL,88,N379DA,167,189,139,-23,-1,FLL,JFK,1069,15,13,0,,0,NA,NA,NA,NA,NA
2008,3,13,4,2143,2055,18,2340,WN,2537,N315SW,95,105,83,38,48,LAX,ABQ,677,4,8,0,,0,0,0,0,0,38
2008,3,6,4,1355,1400,1538,1558,9E,4796,89339E,103,118,81,-20,-5,IND,PHL,587,7,15,0,,0,NA,NA,NA,NA,NA
2008,6,1,7,842,840,907,855,WN,3219,N252WN,85,75,62,12,2,ABQ,PHX,328,4,19,0,,0,NA,NA,NA,NA,NA
2008,3,1,6,1735,1740,1809,1814,HA,545,N477HA,34,34,23,-5,-5,OGG,HNL,100,5,6,0,,0,NA,NA,NA,NA,NA
2008,10,9,4,850,855,1015,1025,MQ,4473,N918MQ,145,150,125,-10,-5,JAX,ORD,865,7,13,0,,0,NA,NA,NA,NA,NA
2008,2,2,6,1910,1900,2233,2245,CO,644,N72405,143,165,119,-12,10,IAH,CLE,1091,8,16,0,,0,NA,NA,NA,NA,NA
2008,2,24,7,1115,1115,1213,1210,WN,2382,N259WN,58,55,43,3,0,BWI,ISP,220,8,7,0,,0,NA,NA,NA,NA,NA
2008,7,7,1,1112,1050,1131,1113,UA,169,N381UA,79,83,53,18,22,CMH,ORD,296,6,20,0,,0,0,0,0,0,18
2008,2,3,7,1735,1740,1816,1817,HA,536,N475HA,41,37,22,-1,-5,HNL,OGG,100,6,13,0,,0,NA,NA,NA,NA,NA
2008,7,15,2,2107,2109,10,12,YV,7224,N506MJ,123,123,98,-2,-2,DEN,MLI,751,4,21,0,,0,NA,NA,NA,NA,NA
2008,5,8,4,NA,700,NA,815,MQ,3534,,NA,75,NA,NA,NA,LIT,DFW,304,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,10,19,7,1026,1026,1607,1610,UA,402,N578UA,221,224,184,-3,0,DEN,LGA,1619,6,31,0,,0,NA,NA,NA,NA,NA
2008,7,7,1,842,845,954,1000,WN,1221,N795SW,72,75,57,-6,-3,LAS,RNO,345,4,11,0,,0,NA,NA,NA,NA,NA
2008,12,19,5,NA,600,NA,852,EV,5477,N882AS,NA,112,NA,NA,NA,PIA,ATL,564,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,2,23,6,659,700,1105,1036,UA,1012,N307UA,186,156,125,29,-1,SFO,DEN,967,46,15,0,,0,0,0,29,0,0
2008,4,2,3,1905,1910,2331,2340,NW,1028,N331NW,206,210,179,-9,-5,MSP,FLL,1487,6,21,0,,0,NA,NA,NA,NA,NA
2008,1,11,5,1953,1957,2142,2132,NW,827,N309US,109,95,73,10,-4,MEM,DFW,432,12,24,0,,0,NA,NA,NA,NA,NA
2008,12,21,7,951,935,1057,1055,AA,793,N4WRAA,66,80,44,2,16,LAS,LAX,236,8,14,0,,0,NA,NA,NA,NA,NA
2008,2,14,4,1809,1708,1855,1804,NW,1750,N773NC,46,56,25,51,61,DTW,CLE,95,7,14,0,,0,13,0,0,0,38
2008,9,19,5,1231,1236,1358,1401,OO,5930,N912SW,87,85,67,-3,-5,SFO,PSP,421,6,14,0,,0,NA,NA,NA,NA,NA
2008,9,23,2,1237,1241,1439,1452,FL,336,N896AT,122,131,94,-13,-4,PHL,ATL,665,8,20,0,,0,NA,NA,NA,NA,NA
2008,7,26,6,1538,1537,1727,1734,UA,1586,N485UA,109,117,93,-7,1,PHX,SFO,651,7,9,0,,0,NA,NA,NA,NA,NA
2008,1,26,6,825,825,952,950,DL,1585,N139DL,87,85,61,2,0,ATL,MCO,403,7,19,0,,0,NA,NA,NA,NA,NA
2008,11,26,3,554,600,754,805,AA,1755,N498AA,120,125,84,-11,-6,OMA,DFW,583,7,29,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1536,1535,1713,1714,US,1178,N935UW,97,99,77,-1,1,MCO,CLT,468,5,15,0,,0,NA,NA,NA,NA,NA
2008,3,5,3,1342,1330,1610,1542,XE,2059,N12142,208,192,171,28,12,EWR,OMA,1133,14,23,0,,0,12,0,16,0,0
2008,11,21,5,1608,1545,1646,1635,MQ,3617,N611MQ,38,50,27,11,23,DFW,GRK,134,3,8,0,,0,NA,NA,NA,NA,NA
2008,10,18,6,1720,1725,2109,2110,AA,1962,N548AA,169,165,152,-1,-5,DFW,IAD,1172,6,11,0,,0,NA,NA,NA,NA,NA
2008,1,29,2,1825,1715,2107,2015,CO,319,N78506,162,180,126,52,70,TPA,EWR,998,11,25,0,,0,0,0,52,0,0
2008,11,16,7,1126,1135,1126,1130,MQ,4207,N655MQ,60,55,29,-4,-9,AZO,ORD,122,16,15,0,,0,NA,NA,NA,NA,NA
2008,4,25,5,704,705,826,835,MQ,3165,N818AE,82,90,66,-9,-1,SFO,SNA,372,5,11,0,,0,NA,NA,NA,NA,NA
2008,10,11,6,1643,1645,1917,1913,UA,969,N802UA,334,328,319,4,-2,IAD,SAN,2253,3,12,0,,0,NA,NA,NA,NA,NA
2008,8,4,1,2030,1939,2307,2229,FL,492,N921AT,157,170,122,38,51,BOS,ATL,946,11,24,0,,0,0,0,0,0,38
2008,7,2,3,1117,1127,1253,1255,UA,147,N561UA,96,88,61,-2,-10,SAN,SFO,447,10,25,0,,0,NA,NA,NA,NA,NA
2008,3,2,7,1044,1045,1219,1217,NW,477,N317NB,95,92,74,2,-1,DTW,BDL,548,8,13,0,,0,NA,NA,NA,NA,NA
2008,9,19,5,1933,1942,2004,2030,UA,505,N376UA,91,108,76,-26,-9,MCI,DEN,533,6,9,0,,0,NA,NA,NA,NA,NA
2008,2,20,3,1931,1810,2044,1930,WN,36,N693SW,73,80,60,74,81,MCI,MDW,405,6,7,0,,0,6,0,0,0,68
2008,4,13,7,1218,1203,1332,1302,NW,1753,N1334U,134,119,95,30,15,DTW,MCI,629,8,31,0,,0,15,0,15,0,0
2008,8,13,3,2035,2040,2158,2205,WN,2524,N250WN,143,145,121,-7,-5,PVD,MDW,842,14,8,0,,0,NA,NA,NA,NA,NA
2008,2,26,2,1431,1435,1630,1632,XE,2670,N36915,119,117,97,-2,-4,IAH,MCI,643,4,18,0,,0,NA,NA,NA,NA,NA
2008,10,3,5,1330,1332,1634,1627,NW,242,N322US,184,175,159,7,-2,DTW,FLL,1127,4,21,0,,0,NA,NA,NA,NA,NA
2008,3,26,3,2134,2125,2243,2231,NW,609,N314US,189,186,168,12,9,MSP,GEG,1175,6,15,0,,0,NA,NA,NA,NA,NA
2008,3,9,7,1219,1125,1341,1305,US,1729,N404US,82,100,71,36,54,CLT,MCO,468,3,8,0,,0,4,0,0,0,32
2008,8,11,1,1030,1030,1211,1202,OH,5406,N969CA,101,92,71,9,0,BWI,BOS,370,11,19,0,,0,NA,NA,NA,NA,NA
2008,5,5,1,811,815,859,907,OO,5407,N566SW,48,52,34,-8,-4,LAX,SAN,109,2,12,0,,0,NA,NA,NA,NA,NA
2008,1,22,2,800,800,1243,1248,FL,300,N312AT,163,168,130,-5,0,DEN,ATL,1199,5,28,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,945,945,1058,1100,WN,1537,N904WN,73,75,60,-2,0,SNA,SJC,342,5,8,0,,0,NA,NA,NA,NA,NA
2008,1,30,3,1019,1020,1236,1250,WN,1614,N467WN,137,150,125,-14,-1,BWI,TPA,842,2,10,0,,0,NA,NA,NA,NA,NA
2008,11,14,5,1925,1924,2143,2145,UA,248,N524UA,78,81,48,-2,1,ORD,DTW,235,11,19,0,,0,NA,NA,NA,NA,NA
2008,8,22,5,1346,1255,1932,1905,AA,2074,N616AA,226,250,202,27,51,LAX,ORD,1745,8,16,0,,0,0,0,27,0,0
2008,8,23,6,835,835,923,930,WN,2816,N281WN,108,115,88,-7,0,DEN,PHX,602,5,15,0,,0,NA,NA,NA,NA,NA
2008,6,2,1,1034,1040,1639,1637,UA,714,N851UA,245,237,199,2,-6,SFO,IAH,1635,6,40,0,,0,NA,NA,NA,NA,NA
2008,10,16,4,1206,1153,1341,1326,FL,842,N923AT,155,153,141,15,13,SRQ,MDW,1035,6,8,0,,0,0,0,2,0,13
2008,10,15,3,756,800,926,940,AA,1379,N5EEAA,150,160,133,-14,-4,MCO,DFW,984,4,13,0,,0,NA,NA,NA,NA,NA
2008,2,22,5,1849,1710,2050,1910,EV,4601,N975EV,121,120,95,100,99,CLE,ATL,554,12,14,0,,0,0,99,1,0,0
2008,9,17,3,1119,1119,1827,1829,DL,44,N390DA,248,250,226,-2,0,SAN,CVG,1865,7,15,0,,0,NA,NA,NA,NA,NA
2008,5,28,3,2238,2200,700,625,AA,18,N339AA,322,325,288,35,38,SFO,JFK,2586,7,27,0,,0,0,0,0,0,35
2008,6,26,4,1748,1720,2345,2245,WN,3306,N766SW,237,205,220,60,28,DEN,PHL,1557,5,12,0,,0,7,0,32,0,21
2008,7,7,1,1911,1830,2012,1940,WN,1499,N207WN,61,70,52,32,41,LAX,OAK,337,5,4,0,,0,15,0,0,0,17
2008,6,18,3,2307,2055,139,2335,WN,174,N605SW,92,100,78,124,132,BNA,BWI,588,3,11,0,,0,0,0,0,0,124
2008,8,12,2,951,1001,1238,1252,F9,178,N918FR,107,111,92,-14,-10,TUS,DEN,639,5,10,0,,0,NA,NA,NA,NA,NA
2008,3,31,1,1355,1315,1524,1445,WN,3500,N424WN,89,90,74,39,40,TUS,LAX,451,7,8,0,,0,6,0,0,0,33
2008,10,28,2,1436,1440,1638,1655,9E,5760,84129E,62,75,40,-17,-4,MEM,CHA,271,4,18,0,,0,NA,NA,NA,NA,NA
2008,11,9,7,1335,1338,1625,1624,NW,1106,N317US,170,166,147,1,-3,DTW,RSW,1085,5,18,0,,0,NA,NA,NA,NA,NA
2008,8,29,5,NA,743,NA,910,OO,5520,N566SW,NA,87,NA,NA,NA,MRY,LAX,267,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,9,10,3,1309,1315,1542,1545,AA,1227,N545AA,153,150,123,-3,-6,MSP,DFW,852,9,21,0,,0,NA,NA,NA,NA,NA
2008,3,29,6,1338,1335,1508,1520,US,1617,N418US,90,105,75,-12,3,TPA,CLT,508,4,11,0,,0,NA,NA,NA,NA,NA
2008,9,4,4,841,845,1011,1007,XE,2808,N12924,90,82,46,4,-4,EWR,BTV,266,4,40,0,,0,NA,NA,NA,NA,NA
2008,5,30,5,959,1000,1329,1340,WN,3140,N913WN,150,160,139,-11,-1,PDX,ABQ,1111,3,8,0,,0,NA,NA,NA,NA,NA
2008,4,6,7,2320,2315,559,614,CO,580,N14214,219,239,201,-15,5,LAS,CLE,1825,5,13,0,,0,NA,NA,NA,NA,NA
2008,11,17,1,1015,1000,1302,1250,EV,5328,N973EV,107,110,89,12,15,TUL,ATL,674,6,12,0,,0,NA,NA,NA,NA,NA
2008,1,30,3,644,645,955,1000,WN,1336,N258WN,191,195,177,-5,-1,PVD,TPA,1137,3,11,0,,0,NA,NA,NA,NA,NA
2008,2,9,6,1626,1630,1948,1957,CO,360,N14645,262,267,246,-9,-4,EWR,SAT,1569,2,14,0,,0,NA,NA,NA,NA,NA
2008,5,16,5,650,650,753,750,WN,3678,N904WN,123,120,103,3,0,ORF,BNA,585,13,7,0,,0,NA,NA,NA,NA,NA
2008,7,22,2,1711,1445,1848,1620,9E,5969,87519E,97,95,66,148,146,MEM,MCI,392,5,26,0,,0,146,0,2,0,0
2008,11,13,4,1804,1810,1922,1920,MQ,4183,N932MQ,78,70,38,2,-6,CID,ORD,196,29,11,0,,0,NA,NA,NA,NA,NA
2008,10,13,1,1759,1800,1904,1927,B6,1069,N203JB,65,87,46,-23,-1,BOS,JFK,187,6,13,0,,0,NA,NA,NA,NA,NA
2008,3,31,1,NA,1530,NA,1640,MQ,3537,,NA,70,NA,NA,NA,DFW,LIT,304,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,10,22,3,1349,1350,1513,1518,EV,5030,N868AS,84,88,66,-5,-1,ILM,ATL,377,11,7,0,,0,NA,NA,NA,NA,NA
2008,10,30,4,1701,1705,1721,1735,WN,1939,N745SW,80,90,66,-14,-4,IND,MCI,451,4,10,0,,0,NA,NA,NA,NA,NA
2008,7,26,6,2141,2145,2244,2250,MQ,3496,N669MB,63,65,49,-6,-4,DFW,AMA,313,3,11,0,,0,NA,NA,NA,NA,NA
2008,6,10,2,1320,1250,1616,1600,MQ,4137,N665BC,116,130,99,16,30,ORD,BDL,783,2,15,0,,0,0,0,2,0,14
2008,8,12,2,1554,1550,1740,1805,XE,2166,N12136,106,135,84,-25,4,EWR,LEX,588,7,15,0,,0,NA,NA,NA,NA,NA
2008,5,2,5,1749,1754,2007,2035,UA,291,N810UA,318,341,297,-28,-5,IAD,SMF,2358,2,19,0,,0,NA,NA,NA,NA,NA
2008,3,24,1,1435,1315,1710,1555,B6,1886,N216JB,155,160,131,75,80,MCO,SYR,1053,3,21,0,,0,19,0,0,0,56
2008,4,7,1,1204,1210,1322,1325,WN,42,N720WN,78,75,60,-3,-6,MDW,BNA,395,6,12,0,,0,NA,NA,NA,NA,NA
2008,2,8,5,1655,1700,1714,1716,DL,1057,N926DL,79,76,44,-2,-5,ATL,VPS,264,8,27,0,,0,NA,NA,NA,NA,NA
2008,10,5,7,1812,1820,2028,2042,B6,1257,N231JB,136,142,118,-14,-8,IAD,MCO,758,6,12,0,,0,NA,NA,NA,NA,NA
2008,10,24,5,1255,1250,1602,1600,WN,1233,N264LV,127,130,110,2,5,MDW,PVD,842,5,12,0,,0,NA,NA,NA,NA,NA
2008,7,27,7,817,828,905,913,AS,68,N799AS,48,45,27,-8,-11,JNU,SIT,95,5,16,0,,0,NA,NA,NA,NA,NA
2008,6,26,4,1217,1130,1403,1300,WN,2740,N463WN,106,90,61,63,47,LAS,OAK,407,8,37,0,,0,41,0,16,0,6
2008,7,27,7,1742,1745,2006,2015,WN,3685,N525SW,84,90,73,-9,-3,ELP,AUS,528,3,8,0,,0,NA,NA,NA,NA,NA
2008,2,11,1,1541,1541,1650,1707,UA,85,N833UA,129,146,114,-17,0,DEN,LAX,862,6,9,0,,0,NA,NA,NA,NA,NA
2008,3,19,3,2126,1930,2233,2052,DL,1934,N914DE,67,82,50,101,116,LGA,BOS,185,6,11,0,,0,14,0,0,0,87
2008,9,18,4,128,130,542,554,AS,112,N552AS,194,204,182,-12,-2,ANC,SEA,1449,4,8,0,,0,NA,NA,NA,NA,NA
2008,8,5,2,1927,1859,2133,2110,UA,1237,N335UA,126,131,110,23,28,SEA,SFO,679,5,11,0,,0,0,0,0,0,23
2008,7,27,7,1429,1420,1948,1945,CO,594,N75851,199,205,182,3,9,LAX,IAH,1379,6,11,0,,0,NA,NA,NA,NA,NA
2008,8,17,7,1421,1425,1555,1604,EV,4160,N707EV,94,99,73,-9,-4,SRQ,ATL,445,12,9,0,,0,NA,NA,NA,NA,NA
2008,10,14,2,1034,1021,1127,1127,YV,7322,N77181,53,66,34,0,13,ORF,IAD,157,6,13,0,,0,NA,NA,NA,NA,NA
2008,3,25,2,1745,1745,2158,2125,AA,177,N319AA,433,400,389,33,0,JFK,SFO,2586,4,40,0,,0,0,0,33,0,0
2008,10,15,3,642,645,930,940,AA,1248,N249AA,108,115,88,-10,-3,ORD,PHL,678,9,11,0,,0,NA,NA,NA,NA,NA
2008,1,28,1,1928,1930,2104,2112,EV,4286,N724EV,96,102,80,-8,-2,ATL,EYW,646,3,13,0,,0,NA,NA,NA,NA,NA
2008,2,18,1,618,620,751,805,WN,963,N209WN,93,105,81,-14,-2,BWI,SDF,495,2,10,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,554,600,742,756,UA,389,N567UA,228,236,211,-14,-6,IAD,DEN,1452,7,10,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1313,1300,1446,1419,XE,2457,N17928,93,79,73,27,13,ROC,EWR,246,5,15,0,,0,0,0,27,0,0
2008,5,25,7,2139,2140,2316,2325,DL,834,N919DE,97,105,80,-9,-1,ATL,DCA,547,3,14,0,,0,NA,NA,NA,NA,NA
2008,6,17,2,1814,1740,2018,1955,WN,2978,N627SW,124,135,112,23,34,BWI,MCO,787,6,6,0,,0,0,0,0,0,23
2008,7,12,6,1416,1420,1516,1525,MQ,3072,N313AE,60,65,44,-9,-4,SBP,LAX,155,4,12,0,,0,NA,NA,NA,NA,NA
2008,1,8,2,1452,1449,1643,1642,DL,634,N643DL,111,113,83,1,3,PBI,ATL,545,13,15,0,,0,NA,NA,NA,NA,NA
2008,11,19,3,1635,1640,1821,1835,AA,2202,N062AA,166,175,140,-14,-5,SJU,MIA,1045,9,17,0,,0,NA,NA,NA,NA,NA
2008,3,11,2,1320,1320,1433,1435,WN,2,N672SW,73,75,62,-2,0,BWI,MHT,377,2,9,0,,0,NA,NA,NA,NA,NA
2008,1,29,2,840,845,947,950,WN,2213,N625SW,127,125,106,-3,-5,PHX,SMF,647,4,17,0,,0,NA,NA,NA,NA,NA
2008,8,5,2,1918,1750,2041,1905,WN,195,N221WN,83,75,57,96,88,SNA,PHX,338,8,18,0,,0,0,0,8,0,88
2008,1,30,3,1122,1130,1155,1159,HA,140,N479HA,33,29,20,-4,-8,LIH,HNL,102,5,8,0,,0,NA,NA,NA,NA,NA
2008,4,26,6,1111,1055,1533,1520,F9,618,N914FR,142,145,113,13,16,DEN,IND,977,9,20,0,,0,NA,NA,NA,NA,NA
2008,8,28,4,1026,1030,1155,1200,AA,2193,N3AJAA,149,150,129,-5,-4,TPA,DFW,929,11,9,0,,0,NA,NA,NA,NA,NA
2008,2,8,5,1456,1500,1611,1623,US,2176,N714US,75,83,42,-12,-4,DCA,LGA,214,6,27,0,,0,NA,NA,NA,NA,NA
2008,8,27,3,712,720,1117,1058,AS,17,N594AS,425,398,389,19,-8,MIA,SEA,2724,15,21,0,,0,0,0,19,0,0
2008,11,22,6,709,710,956,1005,B6,821,N644JB,167,175,135,-9,-1,JFK,MCO,944,5,27,0,,0,NA,NA,NA,NA,NA
2008,3,10,1,1420,1425,1528,1540,B6,1011,N198JB,68,75,50,-12,-5,BOS,JFK,187,2,16,0,,0,NA,NA,NA,NA,NA
2008,12,23,2,1056,930,1346,1219,B6,1419,N229JB,170,169,148,87,86,BOS,JAX,1011,3,19,0,,0,86,0,1,0,0
2008,7,9,3,1255,1123,2151,2017,UA,10,N510UA,356,354,318,94,92,SFO,JFK,2586,10,28,0,,0,0,0,49,0,45
2008,11,16,7,1830,1835,1955,2006,NW,141,N344NW,85,91,58,-11,-5,ORD,MSP,334,4,23,0,,0,NA,NA,NA,NA,NA
2008,11,14,5,750,750,905,905,AA,450,N517AA,75,75,51,0,0,IAH,DFW,224,5,19,0,,0,NA,NA,NA,NA,NA
2008,8,21,4,556,605,729,738,B6,1100,N206JB,93,93,69,-9,-9,RDU,JFK,426,3,21,0,,0,NA,NA,NA,NA,NA
2008,5,14,3,815,825,934,1002,OH,5139,N966CA,79,97,52,-28,-10,LGA,RIC,292,3,24,0,,0,NA,NA,NA,NA,NA
2008,8,14,4,1230,1147,1402,1300,MQ,3052,N250AE,92,73,55,62,43,FAT,LAX,209,17,20,0,,0,0,0,19,0,43
2008,8,18,1,1842,1845,1915,1918,EV,4695,N973EV,93,93,68,-3,-3,ATL,MLU,448,3,22,0,,0,NA,NA,NA,NA,NA
2008,9,24,3,1134,1135,1533,1545,WN,2513,N515SW,119,130,107,-12,-1,PHX,SAT,843,3,9,0,,0,NA,NA,NA,NA,NA
2008,1,27,7,1414,1405,1652,1635,AA,1345,N4YBAA,278,270,248,17,9,ORD,LAX,1745,10,20,0,,0,9,0,8,0,0
2008,12,8,1,NA,1010,NA,1230,AA,621,,NA,260,NA,NA,NA,DFW,SEA,1660,NA,NA,1,A,0,NA,NA,NA,NA,NA
2008,1,27,7,1916,1915,2050,2047,DL,1450,N905DE,94,92,70,3,1,ATL,RIC,481,5,19,0,,0,NA,NA,NA,NA,NA
2008,7,4,5,1220,1225,1348,1413,9E,2979,88949E,88,108,65,-25,-5,AVL,DTW,470,15,8,0,,0,NA,NA,NA,NA,NA
2008,6,2,1,1137,1130,1511,1510,XE,2846,N16112,154,160,140,1,7,IAH,RDU,1043,6,8,0,,0,NA,NA,NA,NA,NA
2008,3,28,5,1733,1734,1835,1845,9E,5837,89869E,62,71,37,-10,-1,DTW,DAY,166,6,19,0,,0,NA,NA,NA,NA,NA
2008,9,28,7,1839,1839,2005,2000,YV,2710,N924FJ,86,81,53,5,0,PHX,SNA,338,6,27,0,,0,NA,NA,NA,NA,NA
2008,8,27,3,655,700,1022,1031,FL,825,N977AT,147,151,127,-9,-5,MDW,MCO,989,10,10,0,,0,NA,NA,NA,NA,NA
2008,11,28,5,1020,1020,1137,1145,WN,605,N749SW,77,85,63,-8,0,SNA,OAK,371,5,9,0,,0,NA,NA,NA,NA,NA
2008,1,26,6,1132,1135,1237,1235,AA,1938,N3CLAA,65,60,42,2,-3,MIA,TPA,204,4,19,0,,0,NA,NA,NA,NA,NA
2008,12,1,1,937,940,1039,1043,9E,2623,80309E,62,63,36,-4,-3,MEM,BNA,200,7,19,0,,0,NA,NA,NA,NA,NA
2008,1,26,6,800,805,903,921,OO,3709,N563SW,63,76,50,-18,-5,SLC,SUN,223,1,12,0,,0,NA,NA,NA,NA,NA
2008,7,30,3,1413,1400,1702,1619,FL,362,N329AT,169,139,113,43,13,ATL,LGA,761,33,23,0,,0,0,0,30,0,13
2008,12,5,5,1332,1335,1341,1400,WN,1945,N281WN,69,85,52,-19,-3,PHX,LAX,370,6,11,0,,0,NA,NA,NA,NA,NA
2008,11,5,3,742,745,1017,1038,US,137,N602AW,335,353,306,-21,-3,JFK,LAS,2248,5,24,0,,0,NA,NA,NA,NA,NA
2008,12,21,7,1606,1515,1710,1622,XE,2516,N15555,64,67,43,48,51,CLE,ROC,245,10,11,0,,0,1,0,0,0,47
2008,1,11,5,2150,2100,2327,2245,WN,1062,N307SW,97,105,87,42,50,STL,DAL,546,4,6,0,,0,0,0,0,0,42
2008,2,5,2,1418,1400,1547,1527,EV,4208,N972EV,89,87,70,20,18,LEX,ATL,303,11,8,0,,0,0,0,2,0,18
2008,11,24,1,NA,715,NA,1004,B6,434,N292JB,NA,169,NA,NA,NA,MCO,BOS,1121,NA,NA,1,A,0,NA,NA,NA,NA,NA
2008,11,24,1,1301,1300,1405,1420,WN,119,N285WN,64,80,50,-15,1,BUR,SMF,358,4,10,0,,0,NA,NA,NA,NA,NA
2008,5,21,3,916,925,1132,1150,MQ,4836,N704PG,136,145,111,-18,-9,LGA,SDF,658,4,21,0,,0,NA,NA,NA,NA,NA
2008,11,7,5,937,940,1053,1055,B6,1004,N729JB,76,75,34,-2,-3,JFK,BOS,187,11,31,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1330,1310,1430,1408,YV,7437,N77278,60,58,37,22,20,ORD,SPI,174,5,18,0,,0,22,0,0,0,0
2008,12,26,5,737,740,1000,1020,WN,525,N625SW,143,160,131,-20,-3,PBI,PHL,951,4,8,0,,0,NA,NA,NA,NA,NA
2008,10,20,1,730,735,832,833,YV,7191,N518LR,122,118,101,-1,-5,CLT,ORD,599,4,17,0,,0,NA,NA,NA,NA,NA
2008,10,17,5,1419,1413,1730,1719,DL,1507,N982DL,191,186,154,11,6,LGA,TPA,1011,8,29,0,,0,NA,NA,NA,NA,NA
2008,5,23,5,935,945,1021,1035,MQ,4377,N690AE,46,50,24,-14,-10,PIA,ORD,130,11,11,0,,0,NA,NA,NA,NA,NA
2008,7,19,6,1905,1905,2047,2100,MQ,4231,N845AE,102,115,87,-13,0,HSV,ORD,510,5,10,0,,0,NA,NA,NA,NA,NA
2008,6,17,2,1500,1504,1608,1610,OO,4022,N416SW,68,66,51,-2,-4,BOI,SLC,291,5,12,0,,0,NA,NA,NA,NA,NA
